Is there any sugar?,¿Hay azúcar?
He is trying hard to give up smoking.,Él está haciendo un gran esfuerzo para dejar de fumar.
How long does it take to the station by taxi?,¿Cuánto se tarda en ir a la estación en taxi?
He is used to hard work.,Está acostumbrado a trabajar duro.
What makes you think I'm lying?,¿Qué te hace pensar que estoy mintiendo?
Tom's stoned.,Tom está drogado.
What's the plan?,¿Cuál es el plan?
Did you put a stamp on the envelope?,¿Pusiste una estampilla en el sobre?
Who in the world do you think you are?,¿Quién te creés que sos?
We were to have taken off at 4:30 p.m.,Debíamos haber despegado a las 4:30 p.m.
It is good for us to understand other cultures.,Es bueno para nosotros el entender de otras culturas.
It seemed that he was sick.,Parecía que él estaba enfermo.
He is like a father to me.,Él es como un padre para mí.
You're not guilty.,No sos culpable.
I thought we were going to go somewhere.,Creía que íbamos a alguna parte.
All I want is a chance to say I'm sorry.,Lo único que pido es una oportunidad para disculparme.
Tom couldn't make himself heard.,Tom no pudo hacerse escuchar.
Marble floors are beautiful.,Los pisos de mármol son hermosos.
She lost her father at the age of 3.,Perdió a su padre a la edad de 3 años.
They made a strange discovery.,Ellos hicieron un extraño descubrimiento.
You survived.,Ustedes sobrevivieron.
Don't you ever wear any color other than black?,¿No te pones nunca otro color que no sea el negro?
Don't waste your money.,No tire su dinero por las ventanas.
You should remember that.,Debes recordar eso.
Do it just like this.,Hágalo así nomás.
Tom is with his friends.,Tom está con sus amigos.
Yesterday Tom stayed home all day.,"Ayer, Tom se quedó en la casa todo el día."
I didn't want to know.,No quería saber.
Tom rubbed his face.,Tom se frotó la cara.
Somebody left his umbrella behind.,Alguien dejó su paraguas.
Cloning people raises serious ethical problems.,Clonar personas implica un grave dilema ético.
No one knows whether he loves her or not.,Nadie sabe si él la quiere o no.
The watch spring broke.,Se le rompió la cuerda al reloj.
Someone knocked on the door.,Alguien llamó a la puerta.
Do you like to listen to classical music?,¿Te gusta escuchar música clásica?
Tom was very scared.,Tom estaba muy espantado.
She was a rather prim and proper young lady.,Ella era una joven bastante formal y correcta.
Tom has gone to Boston on business.,Tom se ha ido a Boston por negocios.
Lucky are those who have escaped safe and sound.,Aquellos que escaparon sanos y salvos son afortunados.
He stayed at the hotel for a long time.,Él se quedó en ese hotel mucho tiempo.
You're the scapegoat.,Eres el cabeza de turco.
The politician stirred up the workers.,El político agitó a los trabajadores.
This bucket leaks.,Esta cubeta tiene una fuga.
I will be free next Saturday.,Estaré libre el sábado que viene.
Somebody must have seen something.,Alguien debe haber visto algo.
I didn't realize how much Tom missed Mary.,No me daba cuenta cuánto echaba de menos Tomás a María.
I can't go back to being just one of the guys.,No puedo volver a ser solo uno de los muchachos.
I slept nine hours.,Dormí nueve horas.
It wasn't found.,No fue encontrado.
Nobody heard Tom's screams.,Nadie escuchó los gritos de Tom.
Tom decided to delete his email address from every page on his website.,Tom decidió eliminar su cuenta de correo electrónico de cada página en su sitio web.
Tom hugged Mary tightly.,Tom abrazó con fuerza a Mary.
Tom has been looking after Mary for three years.,Tom ha estado buscando a Mary durante tres años.
Tom doesn't need to go.,Tom no necesita ir.
I live in this neighborhood.,Yo vivo en este barrio.
She attends school at night.,Ella asiste a la escuela por la noche.
This one has a lot of advantages over that one.,Esta tiene un montón de ventajas por sobre aquella.
"I give up. No matter what I do, you never seem to be satisfied.","Me rindo. Sin importar lo que haga, tú nunca pareces estar satisfecho."
Tom had absolutely nothing to do with it.,Tom no tuvo absolutamente nada que ver.
I've been looking for a job a long time.,He buscado trabajo por un largo tiempo.
I wanted to thank you for everything you've done for me.,Quería darte las gracias por todo lo que has hecho por mí.
I'll love you always.,Siempre te amaré.
Tom wore a white jacket.,Tomás vestía una campera blanca.
He's too young to drink.,Él es muy joven para beber.
It makes little difference.,No hace mucha diferencia.
We want to learn some Spanish songs.,Queremos aprender algunas canciones en español.
I will continue.,Seguiré.
What kind of question is that? Do you really expect me to answer that?,¿Qué clase de pregunta es esa? ¿De verdad esperas que responda?
We had no school on account of the typhoon.,No tuvimos clases a causa del tifón.
Tom wondered why Mary didn't like John.,Tom se preguntaba por qué a Mary no le gustaba John.
Does Tom seem helpless?,¿Te parece que Tom tenga pinta de pusilánime?
Let Tom know where I am.,Dígale a Tom dónde estoy.
"I wasn't very hungry, so I decided to eat later.","No tenía mucha hambre, así que decidí comer más tarde."
She wants to live in the city.,Quiere vivir en la ciudad.
Tom told me he was having trouble sleeping.,Tom me dijo que tenía problemas para quedarse dormido.
I bought myself a small car.,Me compré un auto pequeño.
All is calm tonight.,Todo está tranquilo esta noche.
I have no sense of direction so I always travel with a compass.,"No tengo sentido de la orientación, por eso siempre viajo con una brújula."
He will have to undergo an operation next week.,Él tiene que someterse a operación la semana próxima.
Tom really doesn't seem interested.,"Ciertamente, Tom no parece interesado."
Tom had open heart surgery.,Tom tuvo una operación a corazón abierto.
Tom won't do such a thing.,Tom no hará tal cosa.
Tom is a freelance writer.,Tom es escritor freelance.
Do you have the latest version?,¿Tienes la última versión?
I never for a moment imagined that I'd be able to meet so many famous people.,Nunca me imaginé ni por un momento que yo podría conocer a tanta gente famosa.
It was half full.,Estaba medio lleno.
It was really interesting.,Era realmente interesante.
"If I had been a bird, I could have flown to you.","Si hubiera sido un pájaro, podría haber volado hasta ti."
What do you want me to do with this?,¿Qué querés que haga con esto?
I have nowhere else to go.,No tengo otro sitio adónde ir.
I have a computer.,Tengo un computador.
She asked me what had become of him.,Ella me preguntó qué había sido de él.
I hope you have fun.,Espero que te diviertas.
People love freedom.,La gente ama la libertad.
"Read the passage on page 22, please.","Lee el pasaje de la página 22, por favor."
You can't run away.,No podés escapar.
You're not supposed to eat on the job.,Se supone que no debes comer en el trabajo.
It will not be long before the world runs short of food.,No pasará mucho tiempo antes de que en el mundo empiecen a escasear los alimentos.
You can go to the station by bus.,Podéis ir a la estación en autobús.
Tom is my father.,Tom es mi padre.
What time do you have breakfast?,¿A qué hora desayunas?
She was asked to convince him to get his son to paint the house.,Le pidieron que lo convenciera para que su hijo pintara la casa.
"According to the weather forecast, there'll be more rain on the way.","De acuerdo con el pronóstico del tiempo, habrá más lluvia."
Tell Tom I won't be there.,Dile a Tom que no estaré allí.
You must study English every day.,Debes estudiar inglés todos los días.
You all just lost the game.,Todos ustedes acaban de perder el juego.
Pull it open.,Ábrela.
An apple a day keeps the doctor away.,Una manzana al día mantiene lejos al doctor.
"As is often the case with her, she broke her promise.","Como suele ser el caso con ella, rompió su promesa."
This isn't money.,Éste no es dinero.
I stopped smoking.,Dejé de fumar tabaco.
Go brush your teeth.,Andá a cepillarte los dientes.
I think you're making a mistake.,Creo que estás cometiendo un error.
She'll love him forever.,Ella lo amará por siempre.
You may have read this book already.,Puede que ya hayas leído este libro.
Is there anything else?,¿Hay algo más?
What did he do yesterday?,¿Qué hizo él ayer?
No one lives in that building anymore.,En ese bloque ya no vive nadie.
Won't Tom be jealous?,¿No se pondrá celoso Tom?
Tom came to Boston hoping to find a job.,Tom vino a Boston esperando encontrar trabajo.
He looks like his father.,Él se parece a su papá.
I outsmarted you.,Fui más listo que tú.
I met Tom this January.,Conocí a Tom este enero.
Tom still has one more month to go before he graduates.,A Tom todavía le queda un mes para graduarse.
The lovers exchanged numerous letters.,Los amantes se intercambiaron varias cartas.
I must destroy you.,Debo destruirte.
Look again.,Miren de nuevo.
Tom doesn't feel up to going out today.,Tom no tiene ganas de salir hoy.
He gets up at seven.,Él se levanta a las 7.
He complains all the time.,Él se queja todo el tiempo.
It is a long story.,Es una larga historia.
Tom is planning a surprise birthday party for Mary.,Tom está planeando una fiesta de cumpleaños sorpresa para Mary.
Tom is just plain lazy.,Tomás es simplemente un vago atómico.
I don't think Tom will be able to walk for two or three days.,No creo que Tom pueda caminar durante dos o tres días.
I'm desperate.,Estoy desesperada.
I think this is a terrible idea.,Creo que es una idea malísima.
Please don't be sad.,"No estés triste, por favor."
I wrote this book.,Yo he escrito este libro.
Do you have fire insurance?,¿Tiene usted seguro contra incendios?
Do you work out regularly?,¿Haces ejercicio regularmente?
I have mentioned it to you before.,Ya te lo he mencionado antes.
They may come.,Puede que vengan.
She has a very good figure.,Ella tiene una hermosa figura.
John met Mary on his way to school.,John se juntó con Mary de camino a la escuela.
You work too hard these days. Aren't you tired?,Trabajas muy duro estos días. ¿No estás cansado?
I didn't want to tell Tom about this.,No quería contarle a Tom de esto.
"Sometimes they say, ""I can't go to school today. I'll go tomorrow.""","A veces ellos dicen, ""No puedo ir a la escuela hoy. Iré mañana."""
You don't sound very surprised.,No suenas muy sorprendido.
Let's find out.,Averigüémoslo.
What did you eat for dinner last night?,¿Qué cenaste anoche?
Don't forget who you are.,No olvides quién eres.
Tom was in his office all morning.,Tom se pasó toda la mañana en su oficina.
She became happy.,Ella se volvió feliz.
It's getting late.,Se está haciendo tarde.
I felt like a rock star.,Me sentía como una estrella de rock.
It seemed too good to be true.,Parecía demasiado bueno para ser verdad.
Tom advised Mary not to go there by herself.,Tom le aconsejó a Mary que no fuera allá sola.
I am sending you a birthday present by air mail.,Te estoy enviando un regalo de cumpleaños por correo aéreo.
I wonder how long it's going to take.,Me pregunto cuánto tiempo tardará.
Mother decided otherwise.,La madre decidió de otra manera.
He plays baseball every day.,Juega al béisbol todos los días.
It's nice to be remembered.,Es bonito ser recordado.
I eat here all the time.,Siempre como aquí.
Mary felt like Tom was undressing her with his eyes.,María se sentía como si Tom la desvistiera con la mirada.
He had to look for his room by himself.,Él tuvo que buscar su habitación por sí solo.
Those are my trousers.,Ésos son mis pantalones.
Tom and Mary are still playing ping pong.,Tom y Mary todavía están jugando a pimpón.
I thought Tom would agree with me.,Pensé que Tom estaría de acuerdo conmigo.
Mary has big eyes.,María tiene ojos grandes.
Where do you want to sit?,¿Dónde te quieres sentar?
Stay close.,Quédate a mi vera.
I can't offer you anything in return.,No te puedo ofrecer nada a cambio.
You can't say no.,No puedes decir que no.
Don't get left behind.,No te quedes atrás.
Two seats remained vacant.,Quedaban dos asientos libres.
You are your own worst enemy.,Tú eres tu peor enemigo.
I'm not fat.,¡No estoy gorda!
I'm doing everything I can to avoid catching a cold.,Estoy haciendo todo lo posible para evitar pillar un resfriado.
My pulse is fast.,Mi pulso está elevado.
I'll be watching you.,Te estaré vigilando.
Are you a Buddhist?,¿Eres budista?
I was satisfied.,Quedé satisfecho.
I've fixed the radio for him.,Le he arreglado la radio.
I'm happy.,Estoy feliz.
Tom asked Mary what kind of music she liked.,Tom le preguntó a Mary qué clase de música le gustaba.
Tom is still unemployed.,Tomás todavía no tiene trabajo.
Get dressed quickly.,Vístete rápido.
My father likes pizza very much.,A mi padre le gusta mucho la pizza.
Tom wants to see us.,Tom quiere vernos.
Tom isn't as happy as he seems to be.,Tom no es tan feliz como parece.
Be fair.,Sé justo.
Both of my parents are not strict with me.,Mis padres no son estrictos conmigo.
We went on a picnic together.,Fuimos juntos de picnic.
The school awarded Mary a prize.,La escuela le otorgó un premio a Mary.
I hope I haven't woken you up.,Espero no haberla despertado.
It was unfortunate that it rained yesterday.,Fue desafortunado que lloviera ayer.
It's time to go to bed.,Es hora de irte a la cama.
Tom is aware of that.,Tom es consciente de eso.
It will soon be September.,Pronto será septiembre.
He deserves more.,Él merece más.
You can't come in with this.,No puedes entrar con esto.
Make it happen.,Haz que suceda.
I have to return this book to the library today.,Debo devolver este libro a la biblioteca hoy.
I could kiss you right now.,Podría besarte justo ahora.
Can you breathe?,¿Podés respirar?
Look at that!,¡Fíjate en eso!
"After you kill the sheep, you'll have to skin it.",Después de matar el carnero tendrá usted que desollarlo.
I am disappointed that my friends are not here.,Estoy decepcionado de que mis amigos no estén aquí.
He left Japan for America.,Dejó Japón rumbo a Estados Unidos.
"Luckily, it worked.","Afortunadamente, funcionó."
We are committed to our country's welfare.,Estamos comprometidos con el bienestar del país.
"I'm sorry, Tom. I'm afraid I can't do that.",Lo siento Tom. Me temo que no puedo hacer eso.
I'd do it again.,Lo haría otra vez.
I never imagined myself going home so early.,Nunca me imaginé volviéndome a casa tan temprano.
It's his word against hers.,Es su palabra contra la de ella.
It's about time.,Ya casi es hora.
Did you mean what you said?,¿Era en serio lo que dijiste?
Tom finally figured out where the treasure was hidden.,Finalmente Tom descubrió dónde estaba el tesoro escondido.
Do not open those windows.,No abras esas ventanas.
"He'll go, too, won't he?","Él también se irá, ¿verdad?"
Tom looks very dignified.,Tom luce muy decoroso.
I have a little money now.,Ahora tengo un poco de dinero.
Can you please help me?,¿Podrías ayudarme?
He took me for my twin brother.,Él me tomó por mi hermano gemelo.
He can't be smart if he can screw up something like that.,Él no puede ser inteligente si puede arruinar algo como eso.
He is a harsh critic.,Él es un crítico muy severo.
It's not possible to live on that island.,Es imposible vivir en esa isla.
I'm still here.,Todavía estoy acá.
She went with him to Boston.,Ella fue con él a Boston.
I hear a dog barking in the woods.,Oigo a un perro ladrando en el bosque.
She stood up to answer the phone.,Ella se levantó para contestar el teléfono.
"No matter what happens, I will never change my mind.","No importa lo que pase, yo nunca cambiaré mi opinión."
He's a bit shy.,Él es un poco tímido.
What's that restaurant's name?,¿Cómo se llama el restaurante?
Warn Tom.,Avísenle a Tom.
None of these eggs are fresh.,Todos estos huevos no están frescos.
Lemons are sour.,Los limones son amargos.
Tom likes to get close to the action.,A Tom le gusta acercarse a la acción.
Nobody answered the telephone.,Nadie contestó el teléfono.
You've got a lot to learn.,Todavía te queda mucho que aprender.
I'm going to be your lawyer.,Voy a ser tu abogado.
I recommend you to go by train.,Te recomiendo ir en tren.
I'm surprised at your behavior.,Estoy sorprendido de tu comportamiento.
You aren't special.,No sos especial.
This is stunning news.,Estas son impactantes noticias.
Let's drop by his house.,Pasemos por su casa.
I know Tom had nothing to do with this.,Yo sé que Tomás no tuvo nada que ver con esto.
"Not only did he give me advice, but also money.","No sólo me dio el consejo, sino también el dinero."
It's already eleven. It's high time you were in bed.,Ya son las once. Ya es hora de que estés en la cama.
I'm the only one here right now.,Ahora mismo soy la única persona aquí.
"Are you a doctor, sir?",¿El señor es médico?
Tom said I looked very upset.,Tom dijo que yo parecía muy contrariado.
There are two cats hiding under her car.,Hay dos gatos escondidos debajo de su auto.
How did you enjoy the concert?,¿Qué os ha parecido el concierto?
He fell asleep behind the wheel and had an accident.,Él se durmió al volante y sufrió un accidente.
She burned her left hand.,Ella se quemó la mano izquierda.
Are you lonely?,¿Te sientes sola?
Tom can't remember exactly where he put his keys.,Tom no puede recordar exactamente donde puso sus llaves.
I'm not sure where Tom is from.,No estoy seguro de dónde viene Tom.
He argues about everything he's told to do.,Discute todo lo que se le manda.
I hope you like this.,Espero que te guste esto.
Tom listened with interest.,Tom escuchó con interés.
The rebels took control of the capital.,Los rebeldes se hicieron con el control de la capital.
My new job starts Monday.,Mi nuevo trabajo empieza el lunes.
We have some.,Tenemos unos cuantos.
Do you want to know how I feel?,¿Querés saber cómo me siento?
I'm glad you like my present.,Me alegro de que te haya gustado mi regalo.
We think Venice a fascinating city.,Nosotros encontramos que Venecia es una ciudad fascinante.
My sister married her high school classmate.,Mi hermana se casó con su compañero de clase del instituto.
It is not so difficult as you think.,No es tan difícil como usted piensa.
He admitted that he was guilty.,Él confesó que era culpable.
He who laughs last laughs best.,"Quien ríe último, ríe mejor."
Tom waited outside the gate.,Tom aguardó afuera de la puerta.
Speak a little louder.,Hablen un poco más alto.
I don't think that's enough.,No creo que sea suficiente.
Tom left.,Tom se fue.
We saw a castle in the distance.,Vimos un castillo en la distancia.
This is a support group for widows.,Éste es un grupo de apoyo para viudas.
I have to quit smoking.,Tengo que dejar de fumar.
They took him to the hospital for his fever.,Ellos lo llevaron al hospital por su fiebre.
You shouldn't spend more money than you earn.,No deberías gastar más dinero del que ganás.
"He's older, but no wiser.","Es mayor, pero no más sabio."
We are closing the store.,Estamos cerrando la tienda.
He came running.,Él vino corriendo.
I have been associated with him for ten years.,Yo he estado asociado con él por diez años.
Pink is not just for girls.,El rosado no es solo para niñas.
Tom is wearing white socks.,Tom lleva calcetines blancos.
Please go.,"Por favor, vete."
My daughter likes to play with dolls.,A mi hija le gusta jugar con muñecas.
I'd like to tell you the truth.,Me gustaría contarte la verdad.
Tom used to speak French better than Mary.,Tom solía hablar francés mejor que Mary.
He is reading a book in his room.,Él lee un libro en su habitación.
I can see the light.,Puedo ver la luz.
The difference is substantial.,La diferencia es sustancial.
The airport is close by.,El aeropuerto está cerca.
Don't forget your ice skates.,No olvides tus patines de hielo.
What would the world be without women?,¿Qué sería del mundo sin las mujeres?
What kind of music do you want us to play?,¿Qué tipo de música queréis que toquemos?
The train is packed today.,El tren está completamente lleno hoy.
I like the heat.,Me gusta el calor.
I can't find my briefcase.,No puedo encontrar mi maletín.
I forgot I was in Australia.,Me olvidé de que estaba en Australia.
He is one of my best friends.,Es uno de mis mejores amigos.
My wife was there.,Mi mujer estaba allí.
It's not a pyramid scheme.,No es un sistema piramidal.
Give me the key.,Entrégame la llave.
It'll be known sooner or later.,Tarde o temprano se sabrá.
How did you decide?,¿Cómo decidiste?
It must've cost a fortune.,Debe de haber valido una fortuna.
I think it's a good plan.,Pienso que es un buen plan.
You're very perceptive.,Eres muy perspicaz.
All I can do at the moment is wait.,Todo lo que puedo hacer por el momento es esperar.
We gave blood to help the child.,Donamos sangre para ayudar al niño.
How much is the rent for this room?,¿Cuánto es el alquiler de esta habitación?
We will have to get over the feeling of helplessness.,Tendremos que superar la sensación de desamparo.
How much homework do you get every day?,¿Cuánta tarea te dan cada día?
Should I go to college?,¿Debería ir a la universidad?
I'm not feeling very well.,No me siento muy bien.
"When I have a cold, I cannot taste anything.",Cuando estoy resfriado no puedo saborear nada.
The people almost starved during the terrible winter.,La gente casi murió de hambre durante el terrible invierno.
What kind of help do you need?,¿Qué tipo de ayuda necesitas?
He is very angry.,Está realmente enfadado.
Read this.,Lea esto.
"I guess I'll see you around, Tom.","Supongo que te veré luego, Tom."
I'll be seeing Mary this afternoon.,Esta tarde me voy a juntar con Mary.
Does Mary really love me?,¿De verdad me quiere Mary?
The play begins at 2 p.m.,El partido comienza a las 2 p.m.
This is pretty bad.,Esto está bastante malo.
We were unsure what kind of person Tom would be and whether he would like to live in the same house as us.,No estábamos seguros de qué tipo de persona podía ser Tom y si a él le gustaría vivir en la misma casa que a nosotros.
I think Tom might be telling the truth.,Pienso que Tom podría estar diciendo la verdad.
I don't understand German at all.,No entiendo absolutamente nada de alemán.
Don't worry.,No os preocupéis.
She was unkind to him.,Ella fue mala con él.
I'll meet her tomorrow.,Me reuniré con ella mañana.
My brother was killed in a traffic accident.,Mi hermano murió en un accidente de tránsito.
Tom has a friend who lives in Boston.,Tom tiene un amigo que vive en Boston.
"If you hear hoofbeats, don't look for zebras.","Si oyes ruido de cascos, no busques cebras."
You have what they want.,Tienes lo que ellos quieren.
This is the kind of work that requires a high level of concentration.,Éste es el tipo de trabajo que requiere un alto nivel de concentración.
I have a boat and a car.,Tengo un barco y un carro.
Tom and Mary don't go to the movies very often.,Tom y María no van con mucha frecuencia al cine.
I'll go by car.,Iré en auto.
It was discreet of you to keep it a secret from him.,Fue considerado de ti mantenerle eso en secreto.
Someone who knows English well must have written this.,Alguien que sabe bien inglés debió haberlo escrito.
Some people claim to know everything.,Algunos se atribuyen saberlo todo.
Does Tom want a car?,¿Tomás quiere un auto?
How do you feel?,¿Cómo te encuentras?
Tom dislikes being told what to do.,A Tom no le gusta que le digan lo que tiene que hacer.
I don't want you to feel that I'm pressuring you to do this.,No quiero que sientas que te estoy presionando para que hagas esto.
They're wonderful.,Son maravillosos.
Tom says this is normal.,Tomás dice que es normal.
Tom forgot to send Mary a Christmas card.,Tom olvidó enviarle a Mary una tarjeta de navidad.
He could not speak French well.,Él no podía hablar bien francés.
It will cost you more to go by plane.,Te costará más ir en avión.
I'll act on your advice.,Voy a seguir vuestro consejo.
Keep your eyes on the road.,Mantén los ojos en la carretera.
Someone must've planted them.,Alguien tiene que haberlos sembrado.
Do you want me to stay or don't you?,¿Querés que me quede o no?
I just haven't had a chance.,Tan solo no he tenido la oportunidad.
What do you want?,¿Qué quieren?
I've failed in every respect.,He fallado en todos los aspectos.
There's your friend.,Ahí está su amigo.
The boy fell and scraped his knee.,El niño se cayó y se raspó la rodilla.
Do I have to make a speech?,¿Debo dar un discurso?
What will they do?,¿Qué harán?
Tom and Mary drank beer together.,Tom y Mary bebieron cerveza juntos.
Tom didn't buy anything at that store because he thought the prices were too high.,Tom no compró nada en esa tienda porque pensaba que los precios eran demasiado elevados.
The snowstorm continued.,La tormenta de nieve no amainaba.
Today is election day in Poland.,Hoy hay elecciones en Polonia.
Tom isn't interested in politics at all.,A Tom no le interesa para nada la política.
I have bought a car.,Compré un carro.
I didn't sell Tom my car.,No le vendí mi auto a Tom.
Please do not buy it.,No lo compres por favor.
How are you? Did you have a good trip?,¿Cómo estás? ¿Has tenido un buen viaje?
"As soon as I let go of the leash, the dog ran away.",El perro se fue corriendo apenas solté la correa.
Tom bandaged Mary's arm.,Tom vendó el brazo de Mary.
He came to my house.,Él vino a mi casa.
Tom doesn't believe in God.,Tom no cree en Dios.
I was impressed.,Estaba impresionada.
I don't want to think about what could have happened.,No quiero pensar en lo que podría haber pasado.
Tom is grading papers.,Tom está calificando papeles.
Tom always feels happy when he sees Mary.,Tom siempre se siente feliz cuando ve a Mary.
The jet plane had 500 passengers on board.,El avión tenía 500 pasajeros a bordo.
You should eat vegetables and fruit at least three times a day.,Deberías comer vegetales y fruta al menos tres veces al día.
I had nowhere to hide.,No tenía nada que ocultar.
Everybody looks up to him.,Todo el mundo le admira.
She goes to night school.,Ella va a la escuela nocturna.
He can come.,Él puede venir.
You've given me your cold.,Me has pegado tu catarro.
Tom worked on the job alone.,Tom trabajaba solo.
Let me read the paper when you have finished with it.,Déjame leer el periódico cuando hayas terminado con él.
She shot him.,Le disparó.
No one can match him in English.,Nadie puede rivalizar con él en inglés.
She had enough sense to understand what he really meant.,Ella tenía suficiente intuición para entender lo que él realmente quería decir.
Why did I buy flowers? Is that what you just said? It's really noisy here so I couldn't hear you very well.,"¿Por qué compré flores? ¿Es eso lo que tú dijiste? Está verdaderamente ruidoso aquí, así que no te oí muy bien."
You are in need of a holiday.,Tú necesitas un día libre.
Her mother went to the United States to learn English.,Su madre fue a los Estados Unidos a aprender inglés.
I'll stay here and help Tom.,Me voy a quedar a ayudar a Tom.
School has closed for the Christmas holidays.,La escuela estaba de vacaciones por Navidad.
That's very big of you.,Eso dice mucho de ti.
My friend is seventeen years old.,Mi amigo tiene 17 años.
I'm eating an apple.,Estoy comiendo una manzana.
"You could be right, I suppose.",Supongo que puedes tener razón.
We're in Italy.,Estamos en Italia.
It's likely that she'll succeed.,Es probable que ella tenga éxito.
Tom won't survive much longer.,Tom no sobrevivirá mucho tiempo más.
He is clever enough to solve the problem.,Es lo suficientemente inteligente para solucionar el problema.
"History is like a waltz, eternally following the three steps of war, peace and revolution.","La historia es como un vals, que sigue eternamente los tres pasos de guerra, paz y revolución."
Do you sometimes study in the library?,¿Estudiáis a veces en la biblioteca?
You have done a very good job.,Has hecho un muy buen trabajo.
I'd just like to know what you knew and when you knew it.,Solo quisiera saber qué sabías y cuándo lo supiste.
Let's not get crazy.,No nos volvamos locos.
The toilet won't stop running.,La cisterna no para de soltar agua.
Divide the candles among you.,Dividan las velas entre ustedes.
He cut it with the knife that he received as a present from his brother.,Él lo cortó con el cuchillo que recibió como regalo de su hermano.
I'm leaving you tomorrow.,Mañana me despido de ti.
You've got to go.,Tienes que irte.
All that you have to do is to wait for his reply.,Todo lo que debes hacer es esperar su respuesta.
I just got the news.,Acabo de recibir las noticias.
I have a large collection of stamps.,Tengo una gran colección de estampillas.
I think I broke my leg.,Creo que me he roto la pierna.
Tom likes to do almost everything by himself.,A Tom le gusta hacer casi todo solo.
You can't fight City Hall.,No puedes ganarle al ayuntamiento.
Prices seem to be going down.,Los precios parecen estar bajando.
He flirts with every woman he meets.,Él coquetea con cualquier mujer que encuentra.
A beautiful woman was seated one row in front of me.,Una hermosa mujer estaba sentada una fila delante de mí.
Tom is a good pilot.,Tom es un buen piloto.
Stop stalling and do what I told you.,Déjese de rodeos y vaya a hacer lo que le dije.
A big spider was spinning a web.,Una gran araña estaba tejiendo una tela.
Isn't that true?,¿Eso no es verdad?
"As soon as I entered the class, the students started asking questions.","En cuanto entré a clase, los estudiantes empezaron a hacerme preguntas."
He'll help you if you ask.,"Si se lo pides, te ayudará."
They don't want Tom back.,Ellos no quieren a Tom de vuelta.
Both Tom and Mary work as models.,Tanto Tom como Mary trabajan de modelos.
I don't have a boyfriend.,No tengo novio.
I know what that means.,Yo sé lo que eso significa.
I am heating the room.,Estoy calentando la pieza.
Do you fly frequently?,¿Vuelas a menudo?
Tom drank straight from the can.,Tom bebió directo de la lata.
Schools were built.,Se construyeron escuelas.
He scratched his head out of habit.,Se rascó la cabeza por costumbre.
Tom doesn't think Mary's plan is feasible.,Tom no cree que el plan de Mary sea factible.
I was too tired to go on working.,Estaba demasiado agotado para seguir trabajando.
He never had enough food to give to someone else.,Él nunca tuvo comida suficiente para darle a otro.
Do you want to talk about what just happened?,¿Quieres hablar de lo que acaba de ocurrir?
"""Why are you going to Japan?"" ""To attend a conference in Tokyo.""","""¿Para qué vas a Japón?"" ""Para asistir a una conferencia en Tokio."""
Tom wanted us to see it.,Tomás quería que lo viéramos.
Originally they were farmers.,Ellos originalmente eran granjeros.
We have no time.,No tenemos tiempo.
Where's Tom's computer?,¿Dónde está el ordenador de Tom?
Tom looks a little uncomfortable.,Tomás se ve un poco incómodo.
He could not stand being kept waiting so long.,No podía soportar que le hicieran esperar tanto.
We love it here.,Nos encanta esta zona.
He sometimes loses hope.,A veces pierde la esperanza.
They believed he was honest.,Ellos creyeron que él era honesto.
I was nearly hit by a car.,Casi me atropella un auto.
The woman suspected that her son was using drugs.,La mujer sospechaba que su hijo consumía drogas.
They are high school students.,Son estudiantes de instituto.
Could you please wait until I'm finished?,¿Podrías esperar hasta que esté listo?
I was just hanging out with some of my friends.,Solo estaba pasando el rato con algunos de mis amigos.
Tom's not happy with that.,Tomás no está contento con eso.
This hat is too big for you.,Este sombrero es demasiado grande para ti.
I'm not a doctor.,No soy médico.
He's not a boy anymore.,Él ya no es un niño.
I'm not a very good carpenter.,No soy muy buen carpintero.
I really like this album.,Este álbum me gusta de verdad.
What are you doing next Monday?,¿Qué vas a hacer el próximo lunes?
I'm getting ready for the worst.,Me estoy preparando para lo peor.
I think I lost my keys.,Creo que perdí mis llaves.
I think we're safe now.,Creo que estamos a salvo ahora.
This party is great.,Esta fiesta está estupenda.
The acid ate into the metal.,El ácido corroyó el metal.
It's freezing in here.,Aquí hace un frío que pela.
I filled in my name on the paper.,Anoté mi nombre en la hoja.
The population of this city is on the increase.,La población de esta ciudad está creciendo.
I'd like to walk like a normal person.,Me gustaría caminar como una persona normal.
I'm quite comfortable with my decision.,Estoy bastante cómodo con mi decisión.
I never should've kissed Tom's girlfriend.,Jamás debí besar a la novia de Tom.
I blame Tom.,Yo culpo a Tom.
Try to lose weight by jogging.,Trata de perder peso trotando.
I'll get on it.,Me encargaré de eso.
The fence is painted green.,La cerca está pintada de verde.
Do you know French?,¿Sabes francés?
Your time is up.,Se os acabó el tiempo.
He suddenly hit on a good idea while he was taking a bath.,De repente se le ocurrió una buena idea mientras estaba dándose un baño.
"After a six month period, his leg was healed and is normal again.",Después de seis meses se le curó la pierna y está otra vez normal.
He was the military hero of the Civil War.,Él fue el héroe militar de la Guerra Civil.
Nobody can help us.,Nadie puede ayudarnos.
He had trouble getting money.,Él tuvo problemas para conseguir el dinero.
There must be some misunderstanding.,Debe haber algún malentendido.
That's pretty bad.,Eso es bastante malo.
I take a shower almost every day.,Me doy una ducha casi todos los días.
We were in the same class then.,Por entonces estábamos en la misma clase.
